"GCM","scenario","proj.year","BAFAun","BAFAunp","BGdh_OR","BGdw_OR","BGdw_WA","BGmk_MT","BGmk_NV","BGmm_MT","BGmw_OR","BGmw_WA","BGwm_WA","BGxh_WA","BGxh1","BGxh2","BGxh3","BGxw1","BGxw2","BGxx_WY","BSJPap","BSJPku","BSJPpa","BWBScmC","BWBScmE","BWBScmNW","BWBScmW","BWBSdk","BWBSdmN","BWBSdmS","BWBSlbE","BWBSlbN","BWBSlbW","BWBSlf","BWBSmk","BWBSmw","BWBSnm","BWBSpp","BWBSub","BWBSuf","BWBSwk1","BWBSwk2","BWBSwk3","CCHun_CA","CDFmm","CDFmm_OR","CDFmm_WA","CDFxm_CA","CMAun","CMAun_CA","CMAun_OR","CMAun_WA","CMAunp","CMXdm_OR","CMXwm_OR","CMXxm_CA","CRFdh_CA","CVGdm_CA","CWFds_CA","CWFmm_OR","CWFwm_OR","CWHdm","CWHdm_OR","CWHdm_WA","CWHds_WA","CWHds1","CWHds2","CWHmh_OR","CWHmm1","CWHmm2","CWHms_OR","CWHms_WA","CWHms1","CWHms2","CWHvh_WA","CWHvh1","CWHvh2","CWHvh3","CWHvm_OR","CWHvm_WA","CWHvm1","CWHvm2","CWHwh_WA","CWHwh1","CWHwh2","CWHwm","CWHws1","CWHws2","CWHxm_OR","CWHxm_WA","CWHxm1","CWHxm2","ESSFabC","ESSFabN","ESSFabS","ESSFdc1","ESSFdc2","ESSFdcw","ESSFdk_MT","ESSFdk1","ESSFdk2","ESSFdkp","ESSFdkw","ESSFdm_ID","ESSFdv1","ESSFdv2","ESSFdvp","ESSFdvw","ESSFmc","ESSFmcp","ESSFmcw","ESSFmh","ESSFmm1","ESSFmm2","ESSFmm3","ESSFmmp","ESSFmmw","ESSFmv1","ESSFmv2","ESSFmv3","ESSFmv4","ESSFmvp","ESSFmw_WA","ESSFunp","ESSFvc","ESSFvcp","ESSFvcw","ESSFvh_ID","ESSFwc2","ESSFwc3","ESSFwc4","ESSFwcp","ESSFwcw","ESSFwh_MT","ESSFwh1","ESSFwh2","ESSFwh3","ESSFwk1","ESSFwk2","ESSFwm_MT","ESSFwm1","ESSFwm2","ESSFwm3","ESSFwm4","ESSFwmp","ESSFwmw","ESSFwv","ESSFwvp","ESSFwvw","ESSFxc_CO","ESSFxc_WA","ESSFxc1","ESSFxc2","ESSFxc3","ESSFxcw","ESSFxk_MT","ESSFxk_UT","ESSFxk_WY","ESSFxv1","ESSFxv2","ESSFxvp","ESSFxw_OR","ESSFxx_WY","FGnf","GBDdw_UT","GBDxh_NV","GBDxx_UT","GOun_CO","ICHdh_ID","ICHdk","ICHdm","ICHdw_ID","ICHdw1","ICHdw3","ICHdw4","ICHmc1","ICHmc2","ICHmh_MT","ICHmk1","ICHmk2","ICHmk3","ICHmk4","ICHmk5","ICHmm","ICHmw_MT","ICHmw1","ICHmw2","ICHmw3","ICHmw4","ICHmw5","ICHvc","ICHvk_ID","ICHvk1","ICHvk2","ICHwc","ICHwk1","ICHwk2","ICHwk3","ICHwk4","ICHxm1","ICHxw","ICHxw_WA","ICHxwa","IDFdc","IDFdh","IDFdh_MT","IDFdh_UT","IDFdh_WA","IDFdk_MT","IDFdk_WA","IDFdk1","IDFdk2","IDFdk3","IDFdk4","IDFdk5","IDFdkx_MT","IDFdm_MT","IDFdm_WA","IDFdm1","IDFdm2","IDFdw","IDFdx_MT","IDFmw2","IDFxc","IDFxh_ID","IDFxh_WA","IDFxh1","IDFxh2","IDFxk","IDFxm","IDFxm_CO","IDFxw","IDFxx_MT","IDFxx_WA","IDFxx1","IDFxx2","IGFdk_WA","IGFdw_OR","IGFmh_OR","IGFmm_OR","IGFxm_OR","IMAab","IMAun","IMAun_CO","IMAun_ID","IMAun_MT","IMAun_OR","IMAun_WA","IMAun_WY","IWFdm_CO","IWFdw_OR","IWFxk_NV","IWFxm_CA","JPWdm_WY","JPWdw_UT","JPWwm_CO","JPWxh_CA","JPWxw_NV","MDCHun_NV","MGPdm","MGPmg","MGPmw_MT","MHdm_OR","MHds_OR","MHds_WA","MHmm_WA","MHmm1","MHmm2","MHmmp","MHms_WA","MHRFdm_OR","MHRFds_CA","MHRFmm_OR","MHunp","MHwh1","MMMdk_NV","MSabN","MSdc1","MSdc2","MSdc3","MSdh_MT","MSdh_UT","MSdh_WY","MSdk","MSdk_CO","MSdm_WA","MSdm1","MSdm2","MSdv","MSdw","MSdw_MT","MSmm_ID","MSSDun_NV","MSxh_OR","MSxk_WA","MSxk1","MSxk2","MSxk3","MSxm_CO","MSxv","MSxx_NV","OWun_CA","PPmx_WY","PPxh_CO","PPxh_WA","PPxh1","PPxh2","PPxk_OR","PPxm_OR","PPxw_MT","PPxw_WY","PPxx_OR","SASbo","SBAPcp","SBAPfp","SBPSdc","SBPSmc","SBPSmk","SBPSxc","SBSdh1","SBSdh2","SBSdk","SBSdw1","SBSdw2","SBSdw3","SBSmc1","SBSmc2","SBSmc3","SBSmh","SBSmk1","SBSmk2","SBSmm","SBSmw","SBSvk","SBSwk1","SBSwk2","SBSwk3","SBSwk3a","SGPdm_CO","SWBmk","SWBmks","SWBun","SWBuns","SWBvks","WJPxm_OR"
"MPI-ESM1-2-HR","ssp245",2001,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,410,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,202,1218,154,99,50,1862,3571,661,1022,0,0,0,0,0,11,0,1,1334,18,11,2084,268,1178,0,11,53,4,10,0,0,4423,2253,1533,1,1525,20,2122,2513,1872,0,1799,684,1326,30,0,6,1596,736,1341,1991,419,685,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3269,14,7031,0,105,0,0,7,516,0,4,2055,1068,109,0,3545,7731,1216,2886,2011,0,0,4079,0,0,4267,1,0,0,0,2428,106,308,1,469,0,0,4,0,2,0,0,11,0,1591,0,74,5,1204,3032,0,0,0,0,0,0,0,0,613,1,0,0,0,0,154,1010,0,0,0,0,45,1434,6613,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1859,0,189,951,0,0,1195,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,48,0,1,22,10,4,8,0,0,87,0,22,0,0,100,3,9,0,0,0,1,0,0,0,0
"MRI-ESM2-0","ssp245",2001,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,173,271,478,70,44,0,664,3054,235,298,0,0,0,0,0,1,0,0,191,5,2,641,62,533,0,0,15,0,0,0,0,2274,1325,256,1,1176,32,1204,1186,534,0,1015,215,686,10,2,6,895,425,439,1405,208,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466,5,6224,0,6,0,0,6,35,0,1,1512,284,46,0,2037,3534,664,2616,532,0,0,3401,0,0,2458,1,0,0,0,1974,9,132,1,67,0,0,0,0,1,0,0,3,0,514,0,96,23,78,1906,0,0,0,0,0,0,0,0,5,1,0,0,0,0,103,306,0,0,0,0,45,1486,5051,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,631,0,16,201,0,0,555,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,5,7,1,0,0,58,0,3,0,0,59,2,0,0,0,0,0,0,0,0,0
"ensemble","ssp245",2021,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,55,21,NA,NA,NA,92,172,6,34,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,185,1,49,NA,NA,2,NA,NA,NA,NA,2218,127,7,1,416,NA,150,56,27,NA,33,45,235,NA,NA,NA,260,NA,74,707,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,1,5437,NA,NA,NA,NA,NA,22,NA,NA,671,285,1,NA,2132,802,320,2115,276,NA,NA,2952,NA,NA,1416,1,NA,NA,NA,922,32,6,NA,7,NA,NA,5,NA,1,NA,NA,NA,NA,186,NA,28,NA,NA,765,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,18,934,2431,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"ACCESS-ESM1-5","ssp245",2021,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,4,2,0,3,0,0,0,0,0,0,0,0,18,0,0,25,0,0,0,0,2,0,0,0,0,1817,0,0,1,25,0,10,0,1,0,0,10,133,0,0,0,9,0,39,239,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4694,0,0,0,0,0,48,0,0,395,219,0,0,2192,1005,177,1813,111,0,0,2694,0,0,1562,1,0,0,0,800,19,17,0,0,0,0,5,0,2,0,0,0,0,265,0,4,0,0,223,0,0,0,0,0,0,0,0,4,0,0,0,0,0,96,0,0,0,0,0,0,407,1238,0,0,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0
"BCC-CSM2-MR","ssp245",2021,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,59,8,0,0,0,209,84,0,16,0,0,0,0,0,0,0,0,6,0,0,61,0,15,0,2,0,0,0,0,0,1780,8,0,1,352,0,134,0,15,0,8,23,197,0,0,0,201,0,47,728,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,5487,0,0,0,0,0,23,0,0,597,142,0,0,1995,84,226,2296,393,0,0,2227,0,0,1331,1,0,0,0,697,32,1,0,0,0,0,13,0,2,0,0,0,0,3,0,28,0,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,7,504,1819,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNRM-ESM2-1","ssp245",2021,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,68,49,1,0,0,258,421,32,150,0,0,0,0,0,0,0,0,8,0,1,498,27,187,0,1,6,0,0,0,0,2675,495,114,2,734,1,241,264,191,0,82,187,202,0,0,1,420,61,37,829,19,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,22,4837,0,0,0,0,0,6,0,0,694,298,3,0,2257,948,293,1710,425,0,0,3299,0,0,2103,1,0,0,0,734,75,20,0,4,0,0,5,0,2,0,0,0,0,295,0,35,11,29,622,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,1,0,0,0,0,18,852,3454,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,2,0,0,0,287,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,11,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0
"EC-Earth3","ssp245",2021,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,51,13,0,0,0,91,200,2,46,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,801,6,0,0,181,0,56,5,2,0,12,1,170,0,0,0,218,1,100,613,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5092,0,0,0,0,0,0,0,0,711,0,0,0,550,249,183,2034,106,0,0,1925,0,0,741,1,0,0,0,716,19,0,0,10,0,0,0,0,1,0,0,0,0,0,0,31,0,4,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,38,849,1876,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GFDL-ESM4","ssp245",2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,80,111,1,0,0,181,383,26,180,0,0,0,0,0,0,0,0,55,0,0,159,0,73,0,0,8,0,0,0,0,1537,100,5,1,829,3,481,202,170,0,69,62,423,0,0,0,200,73,176,730,24,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,5,5644,0,0,0,0,0,98,0,5,375,333,0,0,1913,1215,272,2113,620,0,0,2284,0,0,1633,1,0,0,0,925,56,5,1,0,0,0,9,0,1,0,0,0,0,264,0,10,0,37,795,0,0,0,0,0,0,0,0,6,0,0,0,0,0,121,1,0,0,0,0,11,725,3006,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,6,6,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,14,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0
"GISS-E2-1-G","ssp245",2021,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,25,7,2,0,0,86,180,2,8,0,0,0,0,0,0,0,0,47,0,0,133,2,47,0,2,2,0,0,0,0,3127,163,16,0,290,0,76,51,24,0,47,6,267,0,0,0,272,0,250,681,6,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,6061,0,6,0,0,0,13,0,0,1253,58,12,0,1844,2932,1224,2744,365,0,0,3829,0,0,1854,1,0,0,0,1928,2,33,0,50,0,0,0,0,1,0,0,0,0,119,0,61,0,0,1539,0,0,0,0,0,0,0,0,10,0,0,0,0,0,102,77,0,0,0,0,45,1200,2360,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,85,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
"MIROC6","ssp245",2021,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,129,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,23,23,0,0,0,52,196,7,19,0,0,0,0,0,0,0,0,0,0,0,38,0,32,0,0,2,0,0,0,0,2109,86,1,0,421,0,158,79,19,0,76,1,206,0,0,0,306,1,221,712,7,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4965,0,0,0,0,0,11,0,0,444,2,0,0,1216,1979,560,2260,161,0,0,2641,0,0,1313,1,0,0,0,1386,2,6,0,108,0,0,0,0,1,0,0,0,0,2,0,15,0,1,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,45,1127,2571,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPI-ESM1-2-HR","ssp245",2021,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,276,5,0,0,435,229,23,255,0,0,0,0,0,0,0,0,229,0,0,639,97,267,0,9,41,0,0,0,0,2999,485,68,1,681,0,594,344,282,0,132,78,187,0,0,0,28,14,54,582,13,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,16,5307,0,0,0,0,0,106,0,3,26,723,23,0,3070,2994,850,1873,1114,0,0,3516,0,0,2679,0,0,0,0,927,131,72,0,0,0,0,13,0,2,0,0,0,0,996,0,0,7,49,505,0,0,0,0,0,0,0,0,339,0,0,0,0,0,31,0,0,0,0,0,2,395,3566,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,4,7,6,0,956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,1,0,1,0,0,49,0,0,0,0,33,0,0,0,0,0,0,0,0,1,0
"MRI-ESM2-0","ssp245",2021,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,152,33,0,0,0,0,6,315,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,0,2,0,0,0,0,748,2,0,1,168,0,11,22,3,0,8,0,163,0,0,0,14,0,110,478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4623,0,0,0,0,0,0,0,0,684,7,0,0,912,92,318,2015,3,0,0,1901,0,0,969,1,0,0,0,927,1,0,0,45,0,0,0,0,1,0,0,0,0,75,0,12,0,1,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,45,1439,1908,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ensemble","ssp245",2041,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,NA,NA,NA,35,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3766,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,1179,214,204,1442,NA,NA,NA,1991,NA,NA,627,NA,NA,NA,NA,392,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,571,1180,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCESS-ESM1-5","ssp245",2041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2449,0,0,0,0,0,0,0,0,2,0,0,0,920,69,2,837,0,0,0,730,0,0,698,0,0,0,0,169,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,228,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BCC-CSM2-MR","ssp245",2041,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1031,0,0,0,4,0,7,0,0,0,4,0,56,0,0,0,0,0,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4162,0,0,0,0,0,3,0,0,0,0,0,0,1340,242,86,1701,6,0,0,1915,0,0,782,0,0,0,0,185,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,208,654,0,0,43,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
