"GCM","scenario","proj.year","BAFAun","BAFAunp","BGdh_OR","BGdw_OR","BGdw_WA","BGmk_MT","BGmk_NV","BGmm_MT","BGmw_OR","BGmw_WA","BGwm_WA","BGxh_WA","BGxh1","BGxh2","BGxh3","BGxw1","BGxw2","BGxx_WY","BSJPap","BSJPku","BSJPpa","BWBScmC","BWBScmE","BWBScmNW","BWBScmW","BWBSdk","BWBSdmN","BWBSdmS","BWBSlbE","BWBSlbN","BWBSlbW","BWBSlf","BWBSmk","BWBSmw","BWBSnm","BWBSpp","BWBSub","BWBSuf","BWBSwk1","BWBSwk2","BWBSwk3","CCHun_CA","CDFmm","CDFmm_OR","CDFmm_WA","CDFxm_CA","CMAun","CMAun_CA","CMAun_OR","CMAun_WA","CMAunp","CMXdm_OR","CMXwm_OR","CMXxm_CA","CRFdh_CA","CVGdm_CA","CWFds_CA","CWFmm_OR","CWFwm_OR","CWHdm","CWHdm_OR","CWHdm_WA","CWHds_WA","CWHds1","CWHds2","CWHmh_OR","CWHmm1","CWHmm2","CWHms_OR","CWHms_WA","CWHms1","CWHms2","CWHvh_WA","CWHvh1","CWHvh2","CWHvh3","CWHvm_OR","CWHvm_WA","CWHvm1","CWHvm2","CWHwh_WA","CWHwh1","CWHwh2","CWHwm","CWHws1","CWHws2","CWHxm_OR","CWHxm_WA","CWHxm1","CWHxm2","ESSFabC","ESSFabN","ESSFabS","ESSFdc1","ESSFdc2","ESSFdcw","ESSFdk_MT","ESSFdk1","ESSFdk2","ESSFdkp","ESSFdkw","ESSFdm_ID","ESSFdv1","ESSFdv2","ESSFdvp","ESSFdvw","ESSFmc","ESSFmcp","ESSFmcw","ESSFmh","ESSFmm1","ESSFmm2","ESSFmm3","ESSFmmp","ESSFmmw","ESSFmv1","ESSFmv2","ESSFmv3","ESSFmv4","ESSFmvp","ESSFmw_WA","ESSFunp","ESSFvc","ESSFvcp","ESSFvcw","ESSFvh_ID","ESSFwc2","ESSFwc3","ESSFwc4","ESSFwcp","ESSFwcw","ESSFwh_MT","ESSFwh1","ESSFwh2","ESSFwh3","ESSFwk1","ESSFwk2","ESSFwm_MT","ESSFwm1","ESSFwm2","ESSFwm3","ESSFwm4","ESSFwmp","ESSFwmw","ESSFwv","ESSFwvp","ESSFwvw","ESSFxc_CO","ESSFxc_WA","ESSFxc1","ESSFxc2","ESSFxc3","ESSFxcw","ESSFxk_MT","ESSFxk_UT","ESSFxk_WY","ESSFxv1","ESSFxv2","ESSFxvp","ESSFxw_OR","ESSFxx_WY","FGnf","GBDdw_UT","GBDxh_NV","GBDxx_UT","GOun_CO","ICHdh_ID","ICHdk","ICHdm","ICHdw_ID","ICHdw1","ICHdw3","ICHdw4","ICHmc1","ICHmc2","ICHmh_MT","ICHmk1","ICHmk2","ICHmk3","ICHmk4","ICHmk5","ICHmm","ICHmw_MT","ICHmw1","ICHmw2","ICHmw3","ICHmw4","ICHmw5","ICHvc","ICHvk_ID","ICHvk1","ICHvk2","ICHwc","ICHwk1","ICHwk2","ICHwk3","ICHwk4","ICHxm1","ICHxw","ICHxw_WA","ICHxwa","IDFdc","IDFdh","IDFdh_MT","IDFdh_UT","IDFdh_WA","IDFdk_MT","IDFdk_WA","IDFdk1","IDFdk2","IDFdk3","IDFdk4","IDFdk5","IDFdkx_MT","IDFdm_MT","IDFdm_WA","IDFdm1","IDFdm2","IDFdw","IDFdx_MT","IDFmw2","IDFxc","IDFxh_ID","IDFxh_WA","IDFxh1","IDFxh2","IDFxk","IDFxm","IDFxm_CO","IDFxw","IDFxx_MT","IDFxx_WA","IDFxx1","IDFxx2","IGFdk_WA","IGFdw_OR","IGFmh_OR","IGFmm_OR","IGFxm_OR","IMAab","IMAun","IMAun_CO","IMAun_ID","IMAun_MT","IMAun_OR","IMAun_WA","IMAun_WY","IWFdm_CO","IWFdw_OR","IWFxk_NV","IWFxm_CA","JPWdm_WY","JPWdw_UT","JPWwm_CO","JPWxh_CA","JPWxw_NV","MDCHun_NV","MGPdm","MGPmg","MGPmw_MT","MHdm_OR","MHds_OR","MHds_WA","MHmm_WA","MHmm1","MHmm2","MHmmp","MHms_WA","MHRFdm_OR","MHRFds_CA","MHRFmm_OR","MHunp","MHwh1","MMMdk_NV","MSabN","MSdc1","MSdc2","MSdc3","MSdh_MT","MSdh_UT","MSdh_WY","MSdk","MSdk_CO","MSdm_WA","MSdm1","MSdm2","MSdv","MSdw","MSdw_MT","MSmm_ID","MSSDun_NV","MSxh_OR","MSxk_WA","MSxk1","MSxk2","MSxk3","MSxm_CO","MSxv","MSxx_NV","OWun_CA","PPmx_WY","PPxh_CO","PPxh_WA","PPxh1","PPxh2","PPxk_OR","PPxm_OR","PPxw_MT","PPxw_WY","PPxx_OR","SASbo","SBAPcp","SBAPfp","SBPSdc","SBPSmc","SBPSmk","SBPSxc","SBSdh1","SBSdh2","SBSdk","SBSdw1","SBSdw2","SBSdw3","SBSmc1","SBSmc2","SBSmc3","SBSmh","SBSmk1","SBSmk2","SBSmm","SBSmw","SBSvk","SBSwk1","SBSwk2","SBSwk3","SBSwk3a","SGPdm_CO","SWBmk","SWBmks","SWBun","SWBuns","SWBvks","WJPxm_OR"
"MPI-ESM1-2-HR","ssp245",2001,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,59,0,0,0,0,0,0,0,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,656,45,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,952,726,2678,363,545,434,3091,7123,1802,3175,0,2,1,1,7,202,0,56,3363,1017,290,3236,1595,2883,8,311,98,4,40,3,1,8785,4793,5045,11,3620,655,6958,5936,6502,0,6177,1926,3363,1107,117,586,3786,2469,2204,3365,1047,2336,148,32,51,0,0,1,254,2,1,40,0,0,3,27,0,0,0,0,0,0,0,20,40,364,7456,1180,12267,30,448,3,0,82,2978,107,345,4956,2191,418,0,6238,11841,2807,5541,3879,1,0,7171,1,0,7730,286,0,2,0,5734,611,883,57,2082,81,518,32,51,112,0,2,60,0,2788,44,1462,77,1716,4533,0,16,242,16,0,3,4,0,876,21,0,0,310,0,844,2255,0,0,0,0,1764,2434,6780,0,0,403,0,5,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,3226,0,738,1393,17,0,2687,586,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,7,0,197,278,2,156,142,154,397,121,0,94,548,5,119,53,65,1026,231,29,0,0,0,35,0,0,56,0
"MRI-ESM2-0","ssp245",2001,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,2,0,0,0,0,0,0,11,0,0,0,17,0,0,0,0,0,0,0,0,0,0,31,0,137,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,114,1414,3302,2387,299,714,393,1923,8066,1438,2740,0,0,0,0,0,26,0,28,1142,381,6,1147,436,1696,0,247,82,0,5,0,0,5276,3185,2407,92,4643,2007,7611,5720,6748,0,7401,1220,4622,1451,213,1057,2286,2464,2053,4200,1318,2266,69,11,16,0,2,0,219,0,0,96,0,0,0,0,0,0,0,0,0,0,0,11,163,204,6977,2761,17280,436,132,4,1,763,1266,133,689,7340,794,339,0,3244,7323,3627,13286,1234,0,9,7986,7,0,6028,954,0,60,9,6311,332,985,4,991,1735,405,0,319,36,0,86,28,0,1515,287,4546,59,194,8347,0,60,800,236,0,3,12,0,6,54,1,0,1661,0,330,1629,0,0,0,241,2204,2854,5192,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,35,0,0,0,68,1332,0,62,849,19,0,3128,763,5,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,209,0,0,16,0,331,3,0,301,44,86,453,21,0,642,815,0,33,125,231,1959,467,0,0,0,0,1,0,0,97,0
"ensemble","ssp245",2021,10,NA,NA,NA,NA,NA,NA,NA,NA,280,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,55,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,930,7,NA,NA,NA,NA,15,760,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,87,1,NA,852,NA,NA,NA,716,1588,1416,111,206,22,1037,1221,481,737,NA,NA,NA,NA,NA,2,NA,NA,1785,471,NA,744,112,710,NA,907,3,NA,14,28,NA,10798,3237,4839,196,3644,2833,5551,4260,5306,NA,4667,682,8198,3035,330,1931,3469,245,4117,4971,228,1850,15,NA,2,NA,16,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,NA,5005,3866,26034,634,216,1,NA,19,745,192,125,6834,442,239,NA,4536,3958,4764,22681,3199,NA,5,8524,26,NA,4948,1699,5,6,309,5669,3232,797,NA,2144,529,611,1740,73,63,NA,124,NA,NA,836,125,1348,12,5,6280,NA,64,499,577,NA,3,473,1,2,NA,NA,NA,448,NA,1924,819,NA,NA,NA,291,4908,1639,2548,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,51,NA,223,82,8,NA,956,18,NA,NA,NA,55,6,NA,NA,NA,NA,NA,NA,4,NA,154,19,NA,NA,NA,NA,NA,NA,NA,NA,363,NA,NA,NA,NA,25,2,NA,87,32,59,14,3,NA,565,373,NA,NA,176,217,2012,441,NA,NA,NA,NA,NA,NA,NA,353,NA
"ACCESS-ESM1-5","ssp245",2021,8,0,0,0,0,0,0,0,0,1060,43,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,50,0,0,0,0,0,0,0,2,0,0,4,401,0,0,0,0,0,0,0,0,0,0,56,0,2093,33,0,0,0,0,53,1222,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0,1004,0,0,0,170,88,819,37,44,0,159,191,68,136,0,0,0,0,0,1,0,0,2463,394,0,801,60,564,0,1307,4,0,23,38,0,15224,2664,5871,101,3570,2587,4025,2212,3131,0,4353,564,7997,2766,2313,905,3041,149,4116,2181,43,676,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,116,0,1895,3256,27373,810,346,1,0,34,879,242,19,5665,342,539,0,5494,6369,5233,21344,6659,0,7,10059,236,0,7757,1169,19,93,413,6027,6051,2389,0,2582,45,1087,2266,0,354,0,124,0,0,1221,25,147,0,17,2860,0,0,971,724,0,3,331,0,5,0,67,0,2,0,3225,294,22,0,0,34,3802,789,1300,0,0,169,0,1,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,218,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,345,13,11,0,359,5,0,0,0,9,0,0,0,0,0,0,0,0,0,216,39,0,0,0,0,0,0,0,0,112,0,0,0,0,58,2,0,17,14,139,0,0,0,708,1195,0,0,128,943,2799,404,0,0,0,0,0,0,0,285,0
"BCC-CSM2-MR","ssp245",2021,4,0,0,0,0,0,0,0,0,262,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,83,0,0,0,0,0,0,0,1,0,0,2,427,0,0,0,0,0,0,0,0,0,0,32,0,513,0,0,0,0,0,36,303,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,631,0,0,0,231,2274,502,7,17,145,2105,837,217,632,0,0,0,0,0,0,0,0,1653,64,0,676,0,547,0,937,1,0,0,80,0,9617,2704,5138,324,1874,3231,4605,3411,4888,0,1996,1160,11734,1387,1469,2657,6121,228,6418,7164,54,3186,8,0,0,0,27,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,669,0,5679,5442,24816,126,8,0,0,92,264,126,84,6604,262,28,0,3873,2614,3890,25730,3966,0,5,6406,46,0,4527,864,0,0,17,4524,3943,443,1,1048,921,44,3115,65,227,0,339,0,0,60,168,1062,13,0,6970,0,63,47,604,0,3,270,0,0,0,0,0,307,0,856,1239,1,0,0,645,5268,1086,1881,0,0,365,0,8,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,117,0,0,0,0,0,2,1,3,0,313,10,3,0,3826,139,0,0,6,171,0,0,0,0,0,0,0,18,0,504,13,0,0,0,0,68,0,0,0,426,0,0,0,0,4,0,0,36,48,112,4,0,0,101,287,0,0,179,203,1528,655,0,0,0,0,0,0,0,88,0
"CNRM-ESM2-1","ssp245",2021,24,0,0,0,0,0,0,0,0,253,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,20,0,0,1,270,0,0,0,0,0,0,0,0,0,0,19,0,962,21,0,0,0,0,33,617,0,0,0,0,0,0,0,0,0,0,0,0,0,67,9,0,283,0,0,0,200,1602,1631,290,403,411,1976,2270,603,1401,0,0,0,0,0,9,0,10,1809,442,4,1302,236,1920,0,230,28,0,5,76,0,8957,3643,4121,654,2758,1965,5524,4393,6027,2,3686,1939,8351,2017,299,2812,3105,1377,4986,5566,942,3237,39,1,4,0,18,0,219,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,790,26,8350,7018,21551,106,15,1,0,207,1160,76,421,6011,577,76,0,4965,4742,3336,14834,2535,0,90,7396,28,0,6294,680,0,14,180,5679,3663,989,0,1697,165,577,1267,196,152,0,214,0,0,814,105,1996,191,98,3831,0,43,438,440,0,3,211,0,2,0,4,0,1055,0,2936,1063,0,0,1,142,4102,1389,3591,0,0,341,0,10,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,355,0,588,230,28,0,2098,323,0,0,4,25,9,0,0,0,0,0,0,3,0,116,60,0,0,0,0,0,0,0,0,209,0,0,0,0,87,1,0,34,60,97,253,5,0,226,567,0,10,111,98,1857,421,1,0,0,0,0,0,0,275,0
"EC-Earth3","ssp245",2021,3,0,0,0,0,0,0,0,0,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,29,0,0,1,830,0,0,0,0,0,0,0,0,0,15,424,0,1016,23,0,0,0,0,15,2228,0,0,0,0,0,0,48,0,1,0,0,0,0,663,5,0,1726,0,0,2,274,1926,810,171,146,31,1065,1161,274,678,0,0,0,0,0,0,0,0,791,507,0,211,73,349,0,367,0,0,0,26,0,7719,2502,3445,277,2886,3302,5337,3980,4897,0,4730,535,9446,2936,195,2330,2796,440,5530,6203,397,2193,53,8,1,0,10,0,98,0,0,83,0,4,0,0,0,0,0,0,0,0,0,0,552,0,5169,4912,26301,381,332,3,5,179,647,141,238,7530,0,54,0,939,5008,5553,27202,2544,0,6,7254,97,0,3817,1950,2,41,915,5020,1849,658,0,1119,864,0,175,115,2,0,319,0,0,7,224,2853,0,41,7135,0,105,464,484,0,3,274,3,0,0,0,0,2139,0,1089,808,0,0,0,1033,6645,1470,1942,0,0,220,0,0,0,0,0,0,0,0,0,0,0,95,0,0,7,0,0,0,0,0,0,807,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14,15,0,7,204,108,0,1257,200,0,0,0,0,0,0,0,0,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,760,0,0,0,0,26,0,0,76,4,23,88,0,0,488,116,0,0,96,169,1472,178,0,0,0,0,0,0,0,419,0
"GFDL-ESM4","ssp245",2021,9,0,0,0,0,0,0,0,0,361,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,8,0,596,6,0,0,0,0,16,332,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,217,0,0,0,392,2585,2071,257,325,0,1402,1513,636,1208,0,0,0,0,0,21,0,0,2873,293,0,587,40,765,0,1254,12,0,64,40,0,7401,2367,3539,77,3384,2779,6538,5409,6907,1,4314,1095,8158,2214,183,1129,3130,1238,6849,6603,850,3030,133,155,14,0,14,0,96,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,7071,3331,22588,230,26,3,1,25,2321,268,208,3462,523,70,0,3689,7033,4137,16301,5099,0,3,6378,24,0,5706,650,0,2,197,5309,3598,395,1,2845,227,185,2263,184,61,0,329,1,0,1009,100,804,182,139,4654,0,57,541,662,0,3,1150,0,11,0,0,0,589,0,1680,1265,0,0,0,693,4128,1230,3183,0,0,137,0,0,0,0,0,0,0,0,0,0,0,163,0,0,7,0,0,0,0,0,0,85,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3,222,0,1107,271,132,0,3389,40,0,0,2,140,33,0,0,0,0,0,0,0,0,644,365,0,0,0,0,0,0,0,0,269,0,0,0,0,87,3,0,121,112,121,62,17,0,307,509,0,0,217,85,1660,531,0,0,0,0,0,0,0,69,0
"GISS-E2-1-G","ssp245",2021,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,123,124,0,0,0,0,0,0,0,46,0,0,0,63,0,0,0,0,0,0,0,0,5,1,93,0,810,35,0,0,0,0,0,532,0,0,0,0,0,0,9,0,1,0,0,0,0,249,25,0,1109,0,0,0,1801,361,801,28,325,14,636,1163,246,284,0,0,0,0,0,28,0,0,1138,819,11,624,234,438,0,2395,12,0,164,0,0,14788,4103,6007,1,5215,2872,3787,3306,3588,0,6683,516,4357,3901,1025,1329,3040,577,1430,2315,299,995,71,0,3,0,0,0,12,0,0,43,0,0,0,0,0,0,0,0,0,0,0,233,24,0,2161,2352,19612,1781,568,6,2,118,429,324,225,7616,82,1329,0,3746,6286,7950,18398,3346,0,0,13790,111,0,7766,2694,65,129,162,6696,389,1747,0,1337,1367,762,0,59,5,0,27,0,0,522,10,2191,0,0,8938,0,11,1791,286,0,3,37,8,14,8,1,0,761,0,1350,665,0,0,0,84,2860,2339,2444,0,0,237,0,0,0,0,0,0,0,0,0,0,0,73,0,0,18,0,0,0,0,0,0,170,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,32,159,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,187,1,0,151,11,116,73,0,0,1570,1132,0,0,356,844,3151,477,1,0,0,0,0,0,0,1165,0
"MIROC6","ssp245",2021,11,0,0,0,0,0,0,0,0,142,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,86,0,0,0,476,0,0,0,0,0,0,0,0,0,17,602,0,2094,228,0,0,0,0,0,2718,0,0,0,0,0,0,28,0,7,0,0,0,12,1833,12,0,2101,0,0,0,795,462,984,136,313,0,368,855,251,390,0,0,0,0,0,9,0,0,1068,777,0,220,251,394,0,1255,2,0,265,3,0,10755,3242,4360,14,5488,2390,5396,4397,4265,0,7264,204,4624,3830,351,911,3269,642,3107,4051,498,1413,195,137,30,0,2,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,2227,1510,24731,722,1287,59,92,4,1107,271,110,4805,3,345,0,2090,5683,5998,23910,4966,0,0,9216,288,0,6257,2040,70,89,1444,7717,612,2191,0,3238,98,5,0,73,1,0,172,0,0,17,31,1011,0,75,4663,0,59,1147,296,0,3,885,5,0,0,0,0,485,0,1901,263,0,0,0,902,5128,1878,2672,0,0,151,0,0,0,0,0,0,0,0,0,0,0,60,0,0,6,0,0,0,0,0,1,1168,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,455,22,0,483,1,0,0,0,0,8,0,0,0,0,0,0,2,0,0,105,0,0,0,0,0,0,0,0,427,0,0,0,0,65,0,0,151,3,13,125,0,0,1313,312,0,0,245,604,1881,148,0,0,0,0,0,0,0,1100,0
"MPI-ESM1-2-HR","ssp245",2021,25,0,0,0,0,0,0,0,0,536,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1192,25,0,0,0,0,8,102,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,13,458,2622,385,179,45,3816,1029,629,1357,0,0,50,0,17,137,0,19,4930,474,14,1839,388,1996,0,2253,149,0,13,48,0,10305,3689,5146,316,4116,1592,6977,4993,7101,716,3872,708,5002,871,669,2907,3151,295,2264,5319,378,2322,13,2,2,0,42,20,64,3,5,0,0,0,0,123,0,9,0,0,0,0,0,1,103,1,6670,2846,18202,43,1,0,0,5,1290,93,95,728,1255,203,0,7537,7854,4124,9404,6865,0,31,8446,1,0,7195,237,0,0,20,4911,5517,428,0,562,0,903,6236,0,266,0,46,0,0,2830,52,56,390,107,2397,0,0,311,567,0,3,872,0,825,0,125,0,1,0,352,705,0,0,0,754,3538,621,3728,0,0,335,0,30,4,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,34,0,0,0,3,0,0,0,615,0,1714,67,259,0,4471,101,0,0,41,319,91,0,3,0,5,0,0,0,0,1498,123,61,0,0,0,0,0,0,0,1,0,0,0,0,117,83,2,15,266,323,9,136,0,112,1327,0,0,191,119,1236,1147,53,7,0,0,3,0,0,99,0
"MRI-ESM2-0","ssp245",2021,18,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,191,51,0,0,0,0,0,0,0,10,0,0,0,94,0,0,0,0,0,0,0,0,0,63,588,0,449,26,0,0,0,0,0,746,0,0,0,0,0,0,98,0,2,0,0,0,0,98,32,0,1118,0,0,13,2323,1745,312,5,48,0,785,1915,309,566,0,0,0,0,0,0,0,0,122,626,0,325,109,384,0,536,3,0,0,4,0,6680,2235,2550,262,4045,4018,4203,4255,3814,0,4615,424,8630,3230,788,1516,2091,321,4710,5003,146,1489,14,0,0,0,1,0,19,0,0,1,0,2,0,0,0,0,0,0,0,0,0,35,1088,0,1968,2833,29149,1506,425,8,0,110,129,162,116,6912,7,144,0,1824,2314,6012,33290,1460,0,4,8397,126,0,5179,3216,93,76,296,6789,446,1468,0,866,885,27,8,7,1,0,235,0,0,285,205,2668,0,10,7230,0,126,929,332,0,3,103,0,0,0,0,0,1780,0,1071,580,0,0,0,1141,7387,2663,1975,0,0,205,0,0,0,0,0,0,0,0,0,0,0,117,0,0,162,0,0,0,0,0,0,221,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,76,8,0,1100,9,0,0,0,0,1,0,0,0,0,0,0,210,0,0,0,0,0,0,69,75,0,0,0,1252,0,0,0,0,4,0,0,84,0,17,10,0,0,1072,306,0,0,220,470,2480,348,0,0,0,0,0,0,0,428,0
"ensemble","ssp245",2041,3,NA,NA,NA,NA,NA,NA,NA,NA,1280,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,7,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,13,1348,NA,NA,NA,NA,NA,NA,NA,NA,1,4,776,NA,3606,12,NA,NA,NA,NA,15,5076,NA,NA,NA,NA,NA,NA,51,NA,7,NA,NA,NA,NA,1160,2,NA,3217,NA,NA,NA,375,486,887,11,57,1,265,73,85,102,NA,NA,NA,NA,NA,1,NA,NA,1700,705,NA,319,131,218,NA,655,NA,NA,2,23,NA,12900,2311,4289,156,4243,2147,3545,2857,3058,NA,5556,101,6705,3667,1013,1364,2340,39,2298,2554,37,464,17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,525,NA,1611,2634,33631,1701,900,39,47,2,540,259,6,6070,7,324,NA,2338,3119,6371,29693,4173,NA,16,8787,196,NA,4996,2086,65,44,565,5939,2979,2398,NA,2120,50,135,1988,NA,61,NA,195,NA,NA,6,1,502,NA,NA,4105,NA,NA,1059,548,1,3,278,NA,NA,NA,1,NA,17,NA,2503,204,NA,NA,NA,105,6505,1023,1223,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,6,2,NA,299,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,18,NA,103,46,NA,NA,NA,NA,NA,NA,NA,NA,177,NA,NA,NA,NA,8,NA,NA,26,NA,17,NA,NA,NA,416,23,NA,NA,47,279,966,84,NA,NA,NA,NA,NA,NA,NA,505,NA
"ACCESS-ESM1-5","ssp245",2041,2,0,0,0,0,0,0,0,0,2188,38,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,44,870,0,0,0,0,0,0,0,0,7,9,304,0,7548,60,0,0,0,0,123,7257,0,0,0,0,0,0,3,0,0,0,0,0,0,541,8,0,3516,0,0,0,35,1,434,4,0,0,14,2,1,16,0,0,0,0,0,0,0,0,1695,217,0,277,13,233,0,622,0,0,12,41,0,13889,1139,4084,245,2998,826,2697,740,1260,0,4597,90,7271,1620,1665,498,1542,14,3879,1070,2,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,225,0,634,2660,35364,1379,1043,11,16,0,707,169,0,5547,0,203,0,2148,5147,5871,28389,5335,0,14,8640,765,0,8578,622,55,86,849,6390,4542,4933,0,1467,1,117,3770,0,376,0,179,0,0,13,0,99,0,0,2066,0,0,694,1336,39,4,58,0,0,0,7,0,0,0,2350,37,70,0,0,117,6061,132,242,0,0,60,0,3,0,0,0,0,0,0,0,0,0,2672,0,0,0,0,0,0,0,0,0,1118,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,44,0,11,0,246,0,0,0,0,2,0,0,0,0,0,0,0,7,0,458,4,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,4,0,0,0,146,148,0,0,0,944,679,21,0,0,0,0,0,0,0,183,0
